7,3999.34,3715.0,0.0,0.0,0.0,0,0,1,0,-3715.0,0.0,1.0765383580080754,1
7,141427.48,0.0,0.0,961832.41,1289357.76,1,0,0,0,0.0,327525.35,0.0,1
7,447478.26,5081.0,0.0,49488.0,952478.33,0,0,0,1,-5081.0,902990.33,88.06893524896674,1
7,9299.31,605.0,0.0,0.0,0.0,0,0,1,0,-605.0,0.0,15.370760330578511,1
7,2504.15,595.0,0.0,0.0,0.0,0,0,1,0,-595.0,0.0,4.208655462184874,1
7,10115.13,32050.0,21934.87,0.0,0.0,0,0,1,0,-10115.130000000001,0.0,0.31560468018720744,1
7,1495.79,9119.0,7623.21,0.0,0.0,0,0,1,0,-1495.79,0.0,0.16403004715429323,1
7,6022.93,16914.0,10891.07,0.0,0.0,0,0,1,0,-6022.93,0.0,0.35609140357100627,1
7,23553.39,52701.0,29147.61,0.0,23553.39,0,0,0,1,-23553.39,23553.39,0.44692491603574885,1
7,5941.42,50087.0,44145.58,0.0,0.0,0,0,1,0,-5941.419999999998,0.0,0.11862199772396032,1
7,269750.94,61588.0,0.0,22991.0,705242.01,1,0,0,0,-61588.0,682251.01,4.379926933818276,1
7,7125.4,590.0,0.0,0.0,0.0,0,0,1,0,-590.0,0.0,12.076949152542372,1
7,6905.52,59836.0,52930.48,0.0,0.0,0,0,1,0,-6905.519999999997,0.0,0.11540744702185976,1
7,266061.33,134.0,0.0,0.0,373118.84,1,0,0,0,-134.0,373118.84,1985.532313432836,1
7,1820.34,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,1
7,231564.18,149742.0,0.0,20582.0,53924.65,0,0,0,1,-149742.0,33342.65,1.5464210441960171,1
7,11226.69,145486.0,134259.31,0.0,0.0,0,0,1,0,-11226.690000000002,0.0,0.07716680642810993,1
7,362349.62,12242.0,0.0,25796.0,922645.99,0,0,0,1,-12242.0,896849.99,29.59889070413331,1
7,14440.44,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,1
7,18745.74,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,1
7,12489.85,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,1
